 S1(Amp),S2(Amp),S1(Volt),S2(Volt),Light(kiloLux),Temp(degC),Weather,State
4.4,4.8,89,92,96,15,Sunny,Normal
4.6,3.3,94,87,90,13,Sunny,Normal
4.1,4.3,82,105,86,12,Sunny,Normal
3.1,5.2,80,102,90,12,Sunny,Normal
5.2,5.5,86,94,90,16,Sunny,Normal
4.1,4.1,83,96,89,13,Sunny,Normal
3.4,5.1,92,81,93,12,Sunny,Normal
5.4,3.3,85,89,89,16,Sunny,Normal
4.3,3.9,93,102,99,14,Sunny,Normal
4.3,5.3,105,100,92,14,Sunny,Normal
4.9,4.4,97,96,88,15,Sunny,Normal
4.6,3.6,92,105,81,14,Sunny,Normal
5.7,4,101,90,83,16,Sunny,Normal
4,5,93,96,94,15,Sunny,Normal
5.5,3.4,97,91,82,13,Sunny,Normal
4.6,3.1,89,92,88,14,Sunny,Normal
4.5,3.1,91,102,80,14,Sunny,Normal
5.2,4.1,81,92,89,13,Sunny,Normal
3.8,4.3,86,82,81,12,Sunny,Normal
5.6,4.1,91,97,84,12,Sunny,Normal
3.2,4,87,88,85,16,Sunny,Normal
5.2,3.5,98,91,80,12,Sunny,Normal
5.6,3.9,105,82,91,14,Sunny,Normal
3.4,4,88,99,96,16,Sunny,Normal
5.7,4.9,86,93,98,12,Sunny,Normal
4.3,3.7,86,94,96,16,Sunny,Normal
3.9,4.4,93,88,84,13,Sunny,Normal
4.7,3.1,85,86,95,14,Sunny,Normal
4.1,3.7,84,90,86,15,Sunny,Normal
3.2,3.9,106,87,95,15,Sunny,Normal
4.9,5.3,102,88,97,16,Sunny,Normal
5.6,3,102,92,99,12,Sunny,Normal
5.3,4.6,102,96,91,16,Sunny,Normal
3.4,3.8,85,81,89,15,Sunny,Normal
5.3,4.7,99,85,99,16,Sunny,Normal
5.2,4.8,81,98,82,14,Sunny,Normal
5.5,4.2,93,97,93,12,Sunny,Normal
3.3,3.7,84,103,91,14,Sunny,Normal
4.5,5.6,96,95,80,14,Sunny,Normal
3.4,3.2,103,105,95,16,Sunny,Normal
3.9,5.1,92,81,86,15,Sunny,Normal
5.3,4.2,85,105,91,13,Sunny,Normal
5.1,4.6,101,83,81,16,Sunny,Normal
3.2,5.4,104,97,92,13,Sunny,Normal
3.7,3,93,98,84,13,Sunny,Normal
3.9,5,87,90,88,15,Sunny,Normal
4.9,5.6,105,88,97,14,Sunny,Normal
3.7,4.8,98,85,90,12,Sunny,Normal
3.1,5.6,80,81,89,13,Sunny,Normal
4.6,3.7,81,88,93,15,Sunny,Normal
5.1,4.4,80,95,88,15,Sunny,Normal
3,5.6,80,101,91,14,Sunny,Normal
4.9,5.5,81,90,93,12,Sunny,Normal
5.4,5.2,91,102,88,14,Sunny,Normal
3.2,3.2,105,83,84,14,Sunny,Normal
5.3,3.7,93,99,91,12,Sunny,Normal
0.5,0.5,93,90,9,4,Cloudy,Normal
0.4,0.5,93,92,9.2,4,Cloudy,Normal
0.6,0.6,97,99,12,4,Cloudy,Normal
0.7,0.8,82,81,11,2,Cloudy,Normal
0.8,0.6,93,88,11,2,Cloudy,Normal
0.9,0.8,90,91,11,4,Cloudy,Normal
0.8,0.6,98,91,12,5,Cloudy,Normal
0.4,0.5,82,95,12,3,Cloudy,Normal
0.6,0.8,97,94,12,3,Cloudy,Normal
0.4,0.8,94,81,9,2,Cloudy,Normal
0.8,0.5,97,84,9,5,Cloudy,Normal
0.6,0.7,85,98,13,4,Cloudy,Normal
0.5,0.4,93,80,11,2,Cloudy,Normal
0.7,0.6,80,95,11,4,Cloudy,Normal
0.9,0.5,88,95,10,6,Cloudy,Normal
0.6,0.9,91,82,13,3,Cloudy,Normal
0.8,0.4,98,80,10,5,Cloudy,Normal
0.5,0.7,86,93,10,5,Cloudy,Normal
0.7,0.7,92,98,13,4,Cloudy,Normal
0.7,0.8,88,91,13,6,Cloudy,Normal
0.4,0.7,99,80,13,5,Cloudy,Normal
0.5,0.5,87,81,14,6,Cloudy,Normal
0.4,0.6,81,87,13,2,Cloudy,Normal
0.7,0.6,90,85,10,6,Cloudy,Normal
0.6,0.8,99,82,9,4,Cloudy,Normal
0.4,0.5,92,80,12,2,Cloudy,Normal
0.8,0.7,93,86,10,4,Cloudy,Normal
0.4,0.7,89,80,12,5,Cloudy,Normal
0.7,0.6,93,90,12,2,Cloudy,Normal
0.8,0.6,88,93,9,3,Cloudy,Normal
0.8,0.5,84,95,14,4,Cloudy,Normal
0.8,0.4,96,93,10,2,Cloudy,Normal
0.5,0.5,93,83,12,6,Cloudy,Normal
0.9,0.6,80,85,12,4,Cloudy,Normal
0.7,0.7,94,80,11,4,Cloudy,Normal
0.7,0.6,89,98,12,6,Cloudy,Normal
0.6,0.8,92,96,12,6,Cloudy,Normal
0.8,0.9,92,91,12,5,Cloudy,Normal
0.6,0.6,85,92,13,3,Cloudy,Normal
0.8,0.7,98,93,11,3,Cloudy,Normal
0.6,0.4,88,80,11,6,Cloudy,Normal
0.6,0.7,92,84,13,4,Cloudy,Normal
0.8,0.7,93,96,9,2,Cloudy,Normal
0.5,0.6,91,86,11,5,Cloudy,Normal
0.8,0.5,97,80,9,3,Cloudy,Normal
0.8,0.6,93,80,13,4,Cloudy,Normal
0.5,0.9,81,99,14,2,Cloudy,Normal
0.5,0.5,84,86,14,5,Cloudy,Normal
0.8,0.5,86,80,9,4,Cloudy,Normal
0.5,0.6,81,97,12,5,Cloudy,Normal
1.1,0.8,80,99,9,3,Cloudy,Normal
0.9,0.4,98,85,9,5,Cloudy,Normal
0.6,0.7,85,93,12,2,Cloudy,Normal
0.9,0.7,88,98,13,5,Cloudy,Normal
0.7,0.4,81,91,11,4,Cloudy,Normal
0.6,0.5,86,91,14,3,Cloudy,Normal
0.9,0.9,85,81,13,5,Cloudy,Normal
0.6,0.6,91,90,14,3,Cloudy,Normal
0.6,0.5,88,85,9,2,Cloudy,Normal
0.6,0.4,97,83,12,3,Cloudy,Normal
0.6,0.7,94,94,10,5,Cloudy,Normal
0.4,0.8,85,86,14,2,Cloudy,Normal
0.6,0.9,84,94,13,3,Cloudy,Normal
0.6,0.5,98,97,12,6,Cloudy,Normal
0.8,0.6,85,99,9,3,Cloudy,Normal
0.6,0.6,82,89,9,5,Cloudy,Normal
0.8,0.8,83,89,10,3,Cloudy,Normal
0.8,0.6,82,85,9,5,Cloudy,Normal
0.7,0.5,97,96,14,5,Cloudy,Normal
0.8,0.7,95,80,14,2,Cloudy,Normal
0.4,0.6,83,90,10,2,Cloudy,Normal
0.5,0.6,88,80,11,6,Cloudy,Normal
0.5,0.6,80,97,14,2,Cloudy,Normal
0.6,0.5,98,91,9,4,Cloudy,Normal
0.7,0.4,98,95,9,5,Cloudy,Normal
0.7,0.9,84,91,10,2,Cloudy,Normal
0.9,0.5,88,83,11,2,Cloudy,Normal
0.8,0.5,93,93,9,4,Cloudy,Normal
0.6,0.4,95,80,12,6,Cloudy,Normal
0.7,0.6,98,80,12,4,Cloudy,Normal
0.9,0.9,95,98,9,3,Cloudy,Normal
0.7,0.7,97,87,11,5,Cloudy,Normal
0.9,0.5,90,83,14,6,Cloudy,Normal
0.7,0.6,81,84,14,2,Cloudy,Normal
0.7,0.4,83,84,13,5,Cloudy,Normal
0.4,0.9,83,87,10,5,Cloudy,Normal
0.9,0.8,96,99,13,3,Cloudy,Normal
0.6,0.5,88,87,11,5,Cloudy,Normal
1,0.7,99,86,13,2,Cloudy,Normal
0.6,0.8,83,98,13,5,Cloudy,Normal
0.7,0.6,97,99,13,6,Cloudy,Normal
0.4,0.7,86,85,14,4,Cloudy,Normal
0.8,0.7,97,84,11,2,Cloudy,Normal
0.5,0.6,98,93,13,6,Cloudy,Normal
0.4,0.5,95,87,11,5,Cloudy,Normal
0.4,0.7,83,95,13,5,Cloudy,Normal
0.6,0.7,92,84,13,4,Cloudy,Normal
0.7,0.6,91,83,10,4,Cloudy,Normal
0.7,0.7,88,96,14,5,Cloudy,Normal
0.6,0.9,94,81,10,6,Cloudy,Normal
0.8,0.6,92,89,12,6,Cloudy,Normal
0.9,0.6,99,82,12,5,Cloudy,Normal
0.7,0.7,94,97,13,3,Cloudy,Normal
0.8,0.7,80,80,12,2,Cloudy,Normal
0.9,0.7,82,87,12,2,Cloudy,Normal
0.6,0.8,84,80,11,2,Cloudy,Normal
0.8,0.7,92,94,9,4,Cloudy,Normal
0.5,0.9,83,93,12,2,Cloudy,Normal
1,0.7,95,98,12,4,Cloudy,Normal
0.7,0.5,94,90,14,4,Cloudy,Normal
0.5,0.8,89,80,10,5,Cloudy,Normal
0.5,0.9,95,96,9,5,Cloudy,Normal
0.9,0.6,90,84,9,2,Cloudy,Normal
0.9,0.6,81,87,9,4,Cloudy,Normal
0.9,0.8,97,94,13,5,Cloudy,Normal
0.6,0.7,84,96,11,5,Cloudy,Normal
0.5,0.6,99,86,10,2,Cloudy,Normal
0.7,0.5,98,91,12,3,Cloudy,Normal
0.8,0.6,93,91,10,6,Cloudy,Normal
0.4,0.8,99,81,9,4,Cloudy,Normal
0.6,0.7,99,86,13,2,Cloudy,Normal
0.5,0.8,82,83,11,3,Cloudy,Normal
0.6,0.7,98,90,12,5,Cloudy,Normal
0.5,0.7,92,97,13,5,Cloudy,Normal
0.8,0.8,92,98,14,2,Cloudy,Normal
0.8,0.7,81,81,11,6,Cloudy,Normal
0.9,0.8,80,97,13,4,Cloudy,Normal
0.5,0.5,89,82,10,6,Cloudy,Normal
0.9,0.5,86,90,11,5,Cloudy,Normal
0.4,0.7,80,88,11,2,Cloudy,Normal
0.6,0.6,82,91,14,4,Cloudy,Normal
0.7,0.7,99,90,9,4,Cloudy,Normal
0.6,0.5,95,81,13,5,Cloudy,Normal
1.1,0.5,87,97,12,2,Cloudy,Normal
0.8,0.6,83,83,14,6,Cloudy,Normal
0.6,0.8,99,97,10,4,Cloudy,Normal
0.7,0.5,87,96,10,2,Cloudy,Normal
0.5,0.9,83,95,9,4,Cloudy,Normal
0.4,0.5,90,80,11,6,Cloudy,Normal
0.6,0.5,99,90,9,2,Cloudy,Normal
0.5,0.8,83,92,12,5,Cloudy,Normal
0.9,0.7,92,90,12,5,Cloudy,Normal
0.6,0.6,87,88,13,4,Cloudy,Normal
0.7,0.5,80,96,10,2,Cloudy,Normal
0.5,0.6,96,85,13,2,Cloudy,Normal
0.5,0.9,93,86,9,4,Cloudy,Normal
0.6,0.7,82,82,11,4,Cloudy,Normal
0.4,0.8,97,93,9,4,Cloudy,Normal
0.6,0.6,83,90,12,4,Cloudy,Normal
0.9,0.7,91,86,10,3,Cloudy,Normal
0.5,0.8,81,94,11,3,Cloudy,Normal
0.8,0.9,94,89,10,2,Cloudy,Normal
0.7,0.9,90,88,14,3,Cloudy,Normal
0.7,0.5,91,91,13,6,Cloudy,Normal
0.5,0.9,80,94,9,2,Cloudy,Normal
0.7,0.5,87,81,14,5,Cloudy,Normal
0.5,0.8,84,96,10,2,Cloudy,Normal
0.4,0.5,99,80,11,5,Cloudy,Normal
1,0.9,96,96,14,6,Cloudy,Normal
0.9,0.8,86,82,13,5,Cloudy,Normal
0.7,0.7,97,96,9,3,Cloudy,Normal
0.6,0.9,85,86,10,6,Cloudy,Normal
0.6,0.7,94,88,9,6,Cloudy,Normal
0.8,0.6,82,90,12,5,Cloudy,Normal
0.4,0.9,98,88,14,3,Cloudy,Normal
0.4,0.4,86,81,13,6,Cloudy,Normal
0.8,0.9,90,88,12,6,Cloudy,Normal
0.6,0.4,81,86,9,4,Cloudy,Normal
0.7,0.8,94,96,14,4,Cloudy,Normal
0.6,0.7,84,85,12,6,Cloudy,Normal
0.5,0.4,97,90,10,5,Cloudy,Normal
0.5,0.7,96,95,12,3,Cloudy,Normal
0.7,0.8,97,84,12,5,Cloudy,Normal
0.4,0.6,86,98,10,3,Cloudy,Normal
0.7,0.5,86,97,10,3,Cloudy,Normal
0.4,0.7,80,89,10,4,Cloudy,Normal
0.7,0.6,86,85,14,4,Cloudy,Normal
0.7,0.7,96,90,14,6,Cloudy,Normal
0.9,0.6,93,83,10,3,Cloudy,Normal
0.6,0.4,94,90,11,4,Cloudy,Normal
1,0.8,82,87,14,5,Cloudy,Normal
0.8,0.6,97,83,11,2,Cloudy,Normal
0.4,0.7,91,88,13,5,Cloudy,Normal
0.4,0.8,87,85,11,2,Cloudy,Normal
0.5,0.5,82,96,13,6,Cloudy,Normal
0.5,0.8,97,99,12,2,Cloudy,Normal
0.7,0.6,97,85,9,4,Cloudy,Normal
0.6,0.8,84,99,14,5,Cloudy,Normal
0.5,0.4,80,87,13,6,Cloudy,Normal
0.4,0.8,94,93,14,5,Cloudy,Normal
0.4,0.8,90,98,9,2,Cloudy,Normal
0.4,0.9,96,89,10,5,Cloudy,Normal
0.6,0.7,94,88,14,4,Cloudy,Normal
0.9,0.7,80,81,13,3,Cloudy,Normal
0.6,0.8,96,97,12,6,Cloudy,Normal
0.9,0.6,93,85,9,6,Cloudy,Normal
0.4,0.6,80,98,13,2,Cloudy,Normal
0.8,0.9,97,81,12,4,Cloudy,Normal
0.5,0.5,88,90,11,5,Cloudy,Normal
0.5,0.7,93,90,13,6,Cloudy,Normal
0.6,0.7,96,98,14,2,Cloudy,Normal
0.5,0.7,96,81,10,6,Cloudy,Normal
0.9,0.6,96,80,14,4,Cloudy,Normal
0.5,0.7,82,80,13,5,Cloudy,Normal
0.6,0.5,86,93,14,5,Cloudy,Normal
0.8,0.8,84,82,14,3,Cloudy,Normal
0.7,0.9,80,82,11,3,Cloudy,Normal
0.9,0.9,96,82,9,4,Cloudy,Normal
0.4,0.6,91,92,9,6,Cloudy,Normal
0.5,0.5,89,91,11,5,Cloudy,Normal
0.8,0.7,80,89,9,4,Cloudy,Normal
0.8,0.7,99,81,10,3,Cloudy,Normal
0.6,0.6,87,85,12,6,Cloudy,Normal
0.7,0.6,99,90,14,3,Cloudy,Normal
0.5,0.5,81,83,11,3,Cloudy,Normal
0.8,0.7,81,90,11,5,Cloudy,Normal
0.7,0.5,84,83,11,3,Cloudy,Normal
0.7,0.7,98,92,9,4,Cloudy,Normal
0.4,0.7,83,96,9,4,Cloudy,Normal
0.8,0.5,95,85,13,3,Cloudy,Normal
0.8,0.8,86,81,9,5,Cloudy,Normal
0.4,0.7,97,90,13,2,Cloudy,Normal
0.5,0.6,93,86,14,6,Cloudy,Normal
0.6,0.4,84,91,13,3,Cloudy,Normal
0.8,0.8,86,99,10,6,Cloudy,Normal
0.7,0.5,86,99,9,2,Cloudy,Normal
0.8,0.6,92,84,11,5,Cloudy,Normal
0.7,0.7,88,81,11,2,Cloudy,Normal
0.7,0.4,87,92,11,5,Cloudy,Normal
0.7,0.6,80,96,12,4,Cloudy,Normal
0.4,0.7,97,86,13,4,Cloudy,Normal
0.6,0.7,86,96,12,2,Cloudy,Normal
0.7,0.9,86,97,14,2,Cloudy,Normal
0.6,0.7,86,92,14,4,Cloudy,Normal
0.4,0.6,83,93,12,3,Cloudy,Normal
0.5,0.7,95,92,10,5,Cloudy,Normal
0.6,0.7,93,93,11,4,Cloudy,Normal
0.7,0.7,97,91,9,6,Cloudy,Normal
0.7,0.7,90,92,11,6,Cloudy,Normal
0.5,0.7,83,81,11,5,Cloudy,Normal
0.6,0.6,94,88,9,3,Cloudy,Normal
0.8,0.4,81,97,13,5,Cloudy,Normal
0.6,0.8,86,89,9,3,Cloudy,Normal
0.8,0.9,84,80,13,2,Cloudy,Normal
0.5,0.4,84,87,13,4,Cloudy,Normal
0.5,0.5,84,88,12,4,Cloudy,Normal
0.8,0.9,88,90,12,6,Cloudy,Normal
1,0.5,84,82,14,3,Cloudy,Normal
0.6,0.7,97,83,10,6,Cloudy,Normal
0.5,0.6,93,97,10,5,Cloudy,Normal
0,4.7,0,101,98,14,Sunny,Open
0,4.6,0,101,97,15,Sunny,Open
0,5.1,0,104,72,16,Sunny,Open
0,3.7,0,81,88,16,Sunny,Open
0,4.1,0,80,94,13,Sunny,Open
0,4.1,0,81,100,16,Sunny,Open
0,3.6,0,95,100,15,Sunny,Open
0,5.7,0,103,89,16,Sunny,Open
0,3.4,0,95,94,15,Sunny,Open
0,3.3,0,99,93,16,Sunny,Open
0,4.3,0,102,88,15,Sunny,Open
0,4.3,0,86,86,13,Sunny,Open
0,3.8,0,93,81,15,Sunny,Open
0,3.9,0,94,82,16,Sunny,Open
0,4,0,92,95,14,Sunny,Open
0,5.2,0,82,88,15,Sunny,Open
0,5.4,0,85,95,15,Sunny,Open
0,3.7,0,99,89,16,Sunny,Open
0,4.2,0,101,89,14,Sunny,Open
0,4.5,0,104,93,15,Sunny,Open
0,5,0,83,83,15,Sunny,Open
0,3.5,0,91,99,15,Sunny,Open
0,3.8,0,86,96,13,Sunny,Open
0,5.2,0,104,87,16,Sunny,Open
0,3.3,0,84,94,15,Sunny,Open
0,4.6,0,99,81,12,Sunny,Open
0,3.3,0,98,96,12,Sunny,Open
0,4.5,0,81,84,13,Sunny,Open
0,5.7,0,96,93,16,Sunny,Open
0,4.9,0,94,100,16,Sunny,Open
0,5.1,0,104,95,13,Sunny,Open
0,3.5,0,82,90,16,Sunny,Open
0,3.6,0,98,95,14,Sunny,Open
0,4.9,0,104,88,16,Sunny,Open
0,3.9,0,88,91,16,Sunny,Open
0,4.2,0,101,87,13,Sunny,Open
0,4.7,0,91,86,15,Sunny,Open
0,3.8,0,93,89,16,Sunny,Open
0,5.6,0,91,89,14,Sunny,Open
0,4.4,0,100,84,12,Sunny,Open
0,3.6,0,105,88,14,Sunny,Open
0,5.2,0,102,95,13,Sunny,Open
0,5.2,0,104,81,15,Sunny,Open
0,3.3,0,102,80,15,Sunny,Open
0,3.7,0,91,92,16,Sunny,Open
0,4.7,0,85,80,13,Sunny,Open
0,3.7,0,99,88,15,Sunny,Open
0,3.2,0,99,94,15,Sunny,Open
0,4.5,0,91,86,15,Sunny,Open
0,5.2,0,88,99,16,Sunny,Open
0,5.1,0,105,88,13,Sunny,Open
0,4.8,0,101,87,12,Sunny,Open
0,3.1,0,81,96,15,Sunny,Open
0,3.9,0,100,80,13,Sunny,Open
0,5.6,0,100,98,15,Sunny,Open
0,3.1,0,85,98,12,Sunny,Open
0,4,0,87,83,12,Sunny,Open
0,3,0,92,82,16,Sunny,Open
0,3.1,0,103,93,15,Sunny,Open
0,5.5,0,99,83,12,Sunny,Open
0,5.5,0,83,87,12,Sunny,Open
0,4.9,0,98,98,14,Sunny,Open
0,4.1,0,91,95,14,Sunny,Open
0,4.4,0,80,86,16,Sunny,Open
0,3.9,0,96,94,14,Sunny,Open
0,3.1,0,84,86,14,Sunny,Open
0,4,0,85,99,16,Sunny,Open
0,4.6,0,97,86,15,Sunny,Open
0,3,0,103,97,14,Sunny,Open
0,4.2,0,105,85,14,Sunny,Open
0,4,0,98,94,13,Sunny,Open
0,5.5,0,103,92,13,Sunny,Open
0,3.2,0,97,90,12,Sunny,Open
0,3.6,0,85,85,16,Sunny,Open
0,4.4,0,92,91,12,Sunny,Open
0,3.1,0,102,88,16,Sunny,Open
0,4.1,0,88,93,15,Sunny,Open
0,3.6,0,92,98,15,Sunny,Open
0,5.5,0,106,82,14,Sunny,Open
0,3.4,0,102,93,16,Sunny,Open
0,4.6,0,105,99,15,Sunny,Open
0,5.3,0,94,87,14,Sunny,Open
0,3,0,88,87,15,Sunny,Open
0,3,0,105,80,12,Sunny,Open
0,4.3,0,85,92,13,Sunny,Open
0,4.6,0,90,84,15,Sunny,Open
0,4,0,102,90,14,Sunny,Open
0,4.9,0,80,94,15,Sunny,Open
0,3,0,104,91,14,Sunny,Open
0,5,0,87,90,14,Sunny,Open
0,4.2,0,98,87,12,Sunny,Open
0,5.4,0,84,95,12,Sunny,Open
0,3.6,0,105,89,14,Sunny,Open
0,4.6,0,99,83,13,Sunny,Open
0,4.7,0,99,99,14,Sunny,Open
0,4.1,0,93,89,16,Sunny,Open
0,5.2,0,96,82,13,Sunny,Open
0,4.2,0,89,95,16,Sunny,Open
0,4.6,0,90,82,14,Sunny,Open
0,4.6,0,99,84,16,Sunny,Open
0,5.2,0,87,97,14,Sunny,Open
0,3.5,0,88,82,15,Sunny,Open
0,5.2,0,99,99,13,Sunny,Open
0,4.2,0,99,83,13,Sunny,Open
0,4.2,0,98,83,12,Sunny,Open
0,5.1,0,106,94,13,Sunny,Open
0,3.6,0,91,93,13,Sunny,Open
0,3,0,92,83,13,Sunny,Open
0,3.2,0,94,80,13,Sunny,Open
0,3.1,0,94,89,15,Sunny,Open
0,3.3,0,104,95,16,Sunny,Open
0,3.6,0,90,92,14,Sunny,Open
0,5.1,0,89,90,13,Sunny,Open
0,3.7,0,95,84,13,Sunny,Open
0,3.5,0,88,99,13,Sunny,Open
0,4.8,0,102,83,12,Sunny,Open
0,3.7,0,103,90,16,Sunny,Open
0,3.2,0,94,85,14,Sunny,Open
0,4.8,0,85,84,15,Sunny,Open
0,4.9,0,103,89,15,Sunny,Open
0,3.6,0,81,94,14,Sunny,Open
0,3.6,0,84,100,16,Sunny,Open
0,3.4,0,104,86,15,Sunny,Open
0,4.9,0,83,94,14,Sunny,Open
0,4.1,0,96,83,15,Sunny,Open
0,3,0,98,96,15,Sunny,Open
0,4.9,0,80,92,13,Sunny,Open
0,4.6,0,83,99,13,Sunny,Open
0,5.6,0,103,99,13,Sunny,Open
4.1,0,82,0,96,12,Sunny,Open
3.7,0,103,0,98,13,Sunny,Open
5.7,0,84,0,95,16,Sunny,Open
3.6,0,91,0,98,12,Sunny,Open
4.3,0,98,0,95,14,Sunny,Open
5.4,0,89,0,81,16,Sunny,Open
3.2,0,99,0,85,13,Sunny,Open
4.9,0,94,0,100,16,Sunny,Open
3.7,0,103,0,82,16,Sunny,Open
3.8,0,94,0,93,13,Sunny,Open
4.5,0,93,0,98,12,Sunny,Open
5.5,0,103,0,94,14,Sunny,Open
4.1,0,87,0,99,12,Sunny,Open
5.6,0,106,0,96,16,Sunny,Open
4.5,0,92,0,87,13,Sunny,Open
3.2,0,95,0,86,15,Sunny,Open
5.3,0,99,0,91,13,Sunny,Open
3.9,0,94,0,91,14,Sunny,Open
4.1,0,105,0,95,15,Sunny,Open
5.6,0,106,0,89,14,Sunny,Open
4.7,0,106,0,81,15,Sunny,Open
4.2,0,106,0,98,12,Sunny,Open
4.3,0,101,0,87,12,Sunny,Open
4.1,0,94,0,84,12,Sunny,Open
3,0,85,0,94,15,Sunny,Open
4.4,0,100,0,82,13,Sunny,Open
3,0,89,0,86,15,Sunny,Open
4.8,0,94,0,91,15,Sunny,Open
3.9,0,95,0,90,14,Sunny,Open
5.2,0,87,0,84,15,Sunny,Open
3.1,0,93,0,93,15,Sunny,Open
4.1,0,104,0,81,15,Sunny,Open
5.6,0,92,0,81,15,Sunny,Open
5.5,0,104,0,83,13,Sunny,Open
5.1,0,91,0,91,15,Sunny,Open
4.4,0,82,0,91,16,Sunny,Open
3.6,0,83,0,92,13,Sunny,Open
3.4,0,92,0,90,12,Sunny,Open
3.8,0,82,0,87,13,Sunny,Open
3,0,92,0,81,14,Sunny,Open
4.6,0,104,0,81,14,Sunny,Open
4,0,81,0,96,15,Sunny,Open
5.5,0,88,0,87,14,Sunny,Open
4,0,92,0,92,14,Sunny,Open
5.2,0,86,0,91,13,Sunny,Open
4.7,0,101,0,80,14,Sunny,Open
5.4,0,98,0,86,15,Sunny,Open
5.3,0,85,0,91,13,Sunny,Open
3.5,0,90,0,95,14,Sunny,Open
4.7,0,91,0,85,12,Sunny,Open
4.5,0,105,0,88,15,Sunny,Open
3.9,0,96,0,86,12,Sunny,Open
4.1,0,82,0,84,14,Sunny,Open
3,0,81,0,91,16,Sunny,Open
4.1,0,91,0,80,16,Sunny,Open
5.2,0,89,0,96,15,Sunny,Open
4.8,0,96,0,92,12,Sunny,Open
4.2,0,99,0,86,14,Sunny,Open
3.8,0,87,0,89,13,Sunny,Open
3.5,0,87,0,97,12,Sunny,Open
3.4,0,81,0,92,12,Sunny,Open
4.9,0,83,0,81,13,Sunny,Open
3.7,0,101,0,92,14,Sunny,Open
3.4,0,106,0,100,13,Sunny,Open
5.4,0,82,0,87,16,Sunny,Open
5.3,0,97,0,85,16,Sunny,Open
5.2,0,80,0,81,14,Sunny,Open
4.9,0,87,0,99,14,Sunny,Open
5.4,0,97,0,82,16,Sunny,Open
3.3,0,86,0,82,12,Sunny,Open
5.1,0,103,0,88,15,Sunny,Open
3.4,0,85,0,98,12,Sunny,Open
3.7,0,92,0,80,15,Sunny,Open
5.1,0,100,0,87,13,Sunny,Open
5.2,0,80,0,81,15,Sunny,Open
3.9,0,102,0,94,15,Sunny,Open
3,0,99,0,95,14,Sunny,Open
4.6,0,90,0,99,16,Sunny,Open
3.5,0,92,0,80,13,Sunny,Open
4.4,0,100,0,91,14,Sunny,Open
5.5,0,98,0,80,15,Sunny,Open
3.3,0,91,0,88,16,Sunny,Open
4.3,0,97,0,82,16,Sunny,Open
4.3,0,105,0,98,14,Sunny,Open
3.1,0,83,0,96,13,Sunny,Open
3.4,0,100,0,86,13,Sunny,Open
5,0,97,0,93,14,Sunny,Open
5.2,0,85,0,96,12,Sunny,Open
4.8,0,106,0,95,16,Sunny,Open
4.3,0,91,0,91,14,Sunny,Open
4.7,0,83,0,92,16,Sunny,Open
4.9,0,102,0,91,14,Sunny,Open
5.6,0,90,0,87,14,Sunny,Open
4.8,0,103,0,95,14,Sunny,Open
3.3,0,81,0,87,16,Sunny,Open
3.1,0,101,0,86,15,Sunny,Open
3.3,0,88,0,100,14,Sunny,Open
5,0,91,0,86,14,Sunny,Open
3.9,0,90,0,92,12,Sunny,Open
4.5,0,81,0,86,15,Sunny,Open
4.8,0,95,0,98,14,Sunny,Open
3.4,0,87,0,98,13,Sunny,Open
4.2,0,104,0,99,16,Sunny,Open
3.2,0,88,0,84,15,Sunny,Open
5.7,0,98,0,88,16,Sunny,Open
3.4,0,93,0,91,12,Sunny,Open
5.5,0,87,0,80,14,Sunny,Open
3.7,0,100,0,92,12,Sunny,Open
5.4,0,97,0,85,16,Sunny,Open
5.6,0,104,0,90,14,Sunny,Open
5.3,0,97,0,99,16,Sunny,Open
5.6,0,106,0,98,16,Sunny,Open
3.5,0,99,0,92,14,Sunny,Open
5.1,0,100,0,84,15,Sunny,Open
4.9,0,86,0,88,14,Sunny,Open
4.7,0,93,0,89,12,Sunny,Open
4.4,0,103,0,98,13,Sunny,Open
3.3,0,95,0,100,16,Sunny,Open
4.9,0,106,0,92,15,Sunny,Open
3.3,0,95,0,95,13,Sunny,Open
0,0.5,0,90,9,4,Cloudy,Open
0,0.8,0,87,14,6,Cloudy,Open
0,0.8,0,84,11,5,Cloudy,Open
0,0.5,0,98,9,5,Cloudy,Open
0,0.7,0,85,13,3,Cloudy,Open
0,0.6,0,86,9,3,Cloudy,Open
0,0.4,0,84,10,6,Cloudy,Open
0,0.8,0,90,10,6,Cloudy,Open
0,0.4,0,97,12,6,Cloudy,Open
0,0.8,0,83,12,6,Cloudy,Open
0,0.5,0,87,12,3,Cloudy,Open
0,0.7,0,89,9,2,Cloudy,Open
0,0.6,0,80,14,6,Cloudy,Open
0,0.9,0,80,11,2,Cloudy,Open
0,0.5,0,97,11,6,Cloudy,Open
0,0.6,0,96,14,3,Cloudy,Open
0,0.9,0,83,11,3,Cloudy,Open
0,0.7,0,98,10,2,Cloudy,Open
0,0.6,0,99,14,5,Cloudy,Open
0,0.8,0,96,11,3,Cloudy,Open
0,0.9,0,87,11,3,Cloudy,Open
0,0.9,0,95,12,5,Cloudy,Open
0,0.8,0,83,14,3,Cloudy,Open
0,0.7,0,84,13,5,Cloudy,Open
0,0.6,0,90,12,3,Cloudy,Open
0,0.6,0,84,10,4,Cloudy,Open
0,0.6,0,95,13,3,Cloudy,Open
